rank,abbrv,country,eci_value,delta,year
83,KEN,Kenya,-0.9069443,-5,1987
84,LAO,Lao PDR,-0.9527719,12,1987
85,MRT,Mauritania,-0.9657602,-1,1987
86,MDG,Madagascar,-0.997941,7,1987
87,GAB,Gabon,-1.025101,3,1987
88,SDN,Sudan,-1.110083,-1,1987
89,ECU,Ecuador,-1.164045,-1,1987
90,TZA,Tanzania,-1.22006,-5,1987
91,GHA,Ghana,-1.268934,-5,1987
92,MWI,Malawi,-1.317361,0,1987
93,MLI,Mali,-1.333429,-11,1987
94,PNG,Papua New Guinea,-1.61808,7,1987
95,AGO,Angola,-1.661152,8,1987
96,COG,Congo,-1.74484,2,1987
97,CIV,Cote d'Ivoire,-1.78077,-2,1987
98,LBR,Liberia,-1.812459,-7,1987
99,NIC,Nicaragua,-1.898268,-5,1987
100,NGA,Nigeria,-1.904739,0,1987
101,CMR,Cameroon,-2.129023,1,1987
102,UGA,Uganda,-2.555162,-5,1987
103,GIN,Guinea,-2.585067,-4,1987
1,JPN,Japan,2.347506,0,1988
2,SWE,Sweden,2.248084,0,1988
3,CHE,Switzerland,2.118312,0,1988
4,GBR,United Kingdom,2.017329,0,1988
5,AUT,Austria,1.976712,0,1988
6,FRA,France,1.856983,0,1988
7,FIN,Finland,1.826297,1,1988
8,ITA,Italy,1.785123,-1,1988
9,DNK,Denmark,1.765037,1,1988
10,USA,United States,1.749304,-1,1988
11,BEL,Belgium,1.693735,0,1988
12,IRL,Ireland,1.595988,1,1988
13,NLD,Netherlands,1.53841,-1,1988
14,NOR,Norway,1.400381,2,1988
15,ESP,Spain,1.326624,-1,1988
16,ISR,Israel,1.309329,2,1988
17,POL,Poland,1.225083,-2,1988
18,BGR,Bulgaria,1.22207,-1,1988
19,ROU,Romania,1.146862,3,1988
20,HUN,Hungary,1.096192,-1,1988
21,CAN,Canada,1.073775,-1,1988
22,KOR,"Korea, Rep.",1.021498,-1,1988
23,HKG,Hong Kong,0.9656389,0,1988
24,SGP,Singapore,0.9358906,2,1988
25,MEX,Mexico,0.8815492,-1,1988
26,KWT,Kuwait,0.7572,6,1988
27,PRT,Portugal,0.7524131,-2,1988
28,BRA,Brazil,0.6626884,2,1988
29,NZL,New Zealand,0.6286553,-1,1988
30,ARE,United Arab Emirates,0.5829282,13,1988
31,SAU,Saudi Arabia,0.5677639,28,1988
32,DZA,Algeria,0.5450677,33,1988
33,URY,Uruguay,0.5387521,-6,1988
34,JOR,Jordan,0.4681194,-3,1988
35,CHN,China,0.4268446,-2,1988
36,TUR,Turkey,0.4100065,-7,1988
37,LBN,Lebanon,0.3752258,-2,1988
38,PAN,Panama,0.3258611,15,1988
39,QAT,Qatar,0.3228148,11,1988
40,ARG,Argentina,0.3033546,-1,1988
41,AUS,Australia,0.2297203,-7,1988
42,GRC,Greece,0.2088988,-5,1988
42,OMN,Oman,0.2088988,27,1988
44,IND,India,0.1923509,-6,1988
45,TUN,Tunisia,0.1780458,-9,1988
46,ZAF,South Africa,0.137061,-5,1988
47,COL,Colombia,0.0996391,-3,1988
48,THA,Thailand,0.084621,-3,1988
49,LBY,Libya,0.0722664,24,1988
50,MYS,Malaysia,0.0096927,-2,1988
51,MNG,Mongolia,-0.0285419,-2,1988
52,PER,Peru,-0.0614357,-6,1988
53,CHL,Chile,-0.088564,-6,1988
54,MOZ,Mozambique,-0.1199615,-3,1988
55,ALB,Albania,-0.1199838,-15,1988
56,SYR,Syrian Arab Republic,-0.1606338,12,1988
57,EGY,Egypt,-0.1784873,4,1988
58,PHL,Philippines,-0.1858406,-4,1988
59,MAR,Morocco,-0.2119959,-7,1988
60,VEN,Venezuela,-0.2247611,-18,1988
61,MUS,Mauritius,-0.224962,-5,1988
62,DOM,Dominican Republic,-0.3944357,-7,1988
63,CUB,Cuba,-0.446099,-3,1988
64,ZMB,Zambia,-0.4539211,-2,1988
65,TTO,Trinidad and Tobago,-0.4728792,1,1988
66,CRI,Costa Rica,-0.5060977,-9,1988
67,LKA,Sri Lanka,-0.5397626,-4,1988
68,PAK,Pakistan,-0.5661857,-10,1988
69,ZWE,Zimbabwe,-0.5932671,-2,1988
70,JAM,Jamaica,-0.6087216,4,1988
71,MLI,Mali,-0.6848776,22,1988
72,VNM,Viet Nam,-0.68519,0,1988
73,SLV,El Salvador,-0.6992273,2,1988
74,IDN,Indonesia,-0.7022288,3,1988
75,BGD,Bangladesh,-0.709281,-4,1988
76,PRY,Paraguay,-0.8030673,4,1988
77,ETH,Ethiopia,-0.8489395,2,1988
78,SEN,Senegal,-0.8652307,-2,1988
79,ECU,Ecuador,-0.9207772,10,1988
80,KHM,Cambodia,-0.9231093,-16,1988
81,GTM,Guatemala,-0.9626324,-3,1988
82,SDN,Sudan,-0.9729874,6,1988
83,IRN,Iran,-0.9731436,-2,1988
84,KEN,Kenya,-0.98043,-1,1988
85,NIC,Nicaragua,-1.057267,14,1988
86,HND,Honduras,-1.100215,-4,1988
87,BOL,Bolivia,-1.114174,-17,1988
88,AGO,Angola,-1.139604,7,1988
89,LAO,Lao PDR,-1.238133,-5,1988
90,TZA,Tanzania,-1.324499,0,1988
91,MRT,Mauritania,-1.350833,-6,1988
92,GHA,Ghana,-1.381184,-1,1988
93,UGA,Uganda,-1.464091,9,1988
94,MWI,Malawi,-1.563066,-2,1988
95,MDG,Madagascar,-1.604798,-9,1988
96,LBR,Liberia,-1.665053,2,1988
97,PNG,Papua New Guinea,-1.793152,-3,1988
98,GAB,Gabon,-1.804868,-11,1988
99,COG,Congo,-1.811563,-3,1988
100,CIV,Cote d'Ivoire,-1.835107,-3,1988
101,NGA,Nigeria,-1.904289,-1,1988
102,CMR,Cameroon,-2.055039,-1,1988
103,GIN,Guinea,-2.088068,0,1988
1,JPN,Japan,2.39594,0,1989
2,SWE,Sweden,2.224881,0,1989
3,CHE,Switzerland,2.190513,0,1989
4,GBR,United Kingdom,2.018897,0,1989
5,AUT,Austria,2.003275,0,1989
6,FIN,Finland,1.883656,1,1989
7,USA,United States,1.835787,3,1989
8,FRA,France,1.830988,-2,1989
9,ITA,Italy,1.784904,-1,1989
10,DNK,Denmark,1.732794,-1,1989
11,BEL,Belgium,1.650556,0,1989
12,IRL,Ireland,1.565641,0,1989
13,NLD,Netherlands,1.498579,0,1989
14,ISR,Israel,1.486416,2,1989
15,NOR,Norway,1.327408,-1,1989
16,ESP,Spain,1.32261,-1,1989
17,ROU,Romania,1.248518,2,1989
18,BGR,Bulgaria,1.221626,0,1989
19,POL,Poland,1.149543,-2,1989
20,HUN,Hungary,1.097578,0,1989
21,CAN,Canada,1.019558,0,1989
22,SGP,Singapore,1.016623,2,1989
23,HKG,Hong Kong,0.9721457,0,1989
24,MEX,Mexico,0.9307925,1,1989
25,KOR,"Korea, Rep.",0.9149141,-3,1989
26,JOR,Jordan,0.8217411,8,1989
27,PRT,Portugal,0.7195744,0,1989
28,KWT,Kuwait,0.6037387,-2,1989
29,URY,Uruguay,0.5538046,4,1989
30,NZL,New Zealand,0.537625,-1,1989
31,SAU,Saudi Arabia,0.5061358,0,1989
32,CHN,China,0.4908822,3,1989
33,BRA,Brazil,0.4271006,-5,1989
34,PAN,Panama,0.36593,4,1989
35,TUR,Turkey,0.3514687,1,1989
36,DZA,Algeria,0.3337714,-4,1989
37,ARE,United Arab Emirates,0.2887694,-7,1989
38,ARG,Argentina,0.2808023,2,1989
39,MYS,Malaysia,0.2664414,11,1989
40,LBN,Lebanon,0.2644106,-3,1989
41,GRC,Greece,0.2504848,1,1989
42,IND,India,0.1953956,2,1989
43,OMN,Oman,0.1897606,-1,1989
44,AUS,Australia,0.1595993,-3,1989
45,THA,Thailand,0.1551583,3,1989
46,ZAF,South Africa,0.0655382,0,1989
47,VEN,Venezuela,0.0226329,13,1989
48,PER,Peru,0.0149369,4,1989
49,TUN,Tunisia,-0.0046092,-4,1989
50,COL,Colombia,-0.0084852,-3,1989
51,MNG,Mongolia,-0.0481697,0,1989
52,CHL,Chile,-0.0598537,1,1989
53,QAT,Qatar,-0.1117627,-14,1989
54,PHL,Philippines,-0.1161368,4,1989
55,ALB,Albania,-0.1268601,0,1989
56,LBY,Libya,-0.1313681,-7,1989
57,TTO,Trinidad and Tobago,-0.1502594,8,1989
58,MOZ,Mozambique,-0.2182254,-4,1989
59,SYR,Syrian Arab Republic,-0.2304439,-3,1989
60,MAR,Morocco,-0.2339923,-1,1989
61,DOM,Dominican Republic,-0.2849305,1,1989
62,ZWE,Zimbabwe,-0.3045136,7,1989
63,EGY,Egypt,-0.3390713,-6,1989
64,MUS,Mauritius,-0.3630396,-3,1989
65,CRI,Costa Rica,-0.3647245,1,1989
66,IDN,Indonesia,-0.4537577,8,1989
67,ZMB,Zambia,-0.4744566,-3,1989
68,LKA,Sri Lanka,-0.4750369,-1,1989
69,SLV,El Salvador,-0.5255957,4,1989
70,PAK,Pakistan,-0.5462165,-2,1989
71,CUB,Cuba,-0.5635121,-8,1989
72,LAO,Lao PDR,-0.5736216,17,1989
73,JAM,Jamaica,-0.6031246,-3,1989
74,VNM,Viet Nam,-0.6196502,-2,1989
75,MLI,Mali,-0.6972684,-4,1989
76,GTM,Guatemala,-0.7606037,5,1989
77,BGD,Bangladesh,-0.8009191,-2,1989
78,BOL,Bolivia,-0.8156817,9,1989
79,PRY,Paraguay,-0.824363,-3,1989
80,IRN,Iran,-0.8314486,3,1989
81,KHM,Cambodia,-0.8950517,-1,1989
82,KEN,Kenya,-0.9208388,2,1989
83,HND,Honduras,-1.015317,3,1989
84,SEN,Senegal,-1.066858,-6,1989
85,ETH,Ethiopia,-1.070953,-8,1989
86,ECU,Ecuador,-1.086385,-7,1989
87,SDN,Sudan,-1.117294,-5,1989
88,MWI,Malawi,-1.201317,6,1989
89,LBR,Liberia,-1.275409,7,1989
90,MRT,Mauritania,-1.293151,1,1989
91,NIC,Nicaragua,-1.298173,-6,1989
92,TZA,Tanzania,-1.311786,-2,1989
93,MDG,Madagascar,-1.383758,2,1989
94,CIV,Cote d'Ivoire,-1.44234,6,1989
95,GHA,Ghana,-1.503599,-3,1989
96,GIN,Guinea,-1.505385,7,1989
97,CMR,Cameroon,-1.938667,5,1989
98,PNG,Papua New Guinea,-1.980399,-1,1989
99,NGA,Nigeria,-2.004948,2,1989
100,UGA,Uganda,-2.006399,-7,1989
101,AGO,Angola,-2.007514,-13,1989
102,GAB,Gabon,-2.031728,-4,1989
103,COG,Congo,-2.170874,-4,1989
1,JPN,Japan,2.406641,0,1990
2,SWE,Sweden,2.318602,0,1990
3,CHE,Switzerland,2.265042,0,1990
4,GBR,United Kingdom,2.13817,0,1990
5,AUT,Austria,2.101348,0,1990
6,FIN,Finland,2.074679,0,1990
7,ITA,Italy,1.943122,2,1990
8,USA,United States,1.932856,-1,1990
9,FRA,France,1.888222,-1,1990
10,DNK,Denmark,1.864232,0,1990
11,BEL,Belgium,1.743721,0,1990
12,NLD,Netherlands,1.668737,1,1990
13,IRL,Ireland,1.580363,-1,1990
14,ESP,Spain,1.500803,2,1990
15,NOR,Norway,1.365898,0,1990
16,ISR,Israel,1.231328,-2,1990
17,ROU,Romania,1.113172,0,1990
18,SGP,Singapore,1.102571,4,1990
19,HUN,Hungary,1.08975,1,1990
20,POL,Poland,1.071663,-1,1990
21,CAN,Canada,1.066229,0,1990
22,BGR,Bulgaria,1.045273,-4,1990
23,MEX,Mexico,1.036469,1,1990
24,KOR,"Korea, Rep.",1.005482,1,1990
25,HKG,Hong Kong,0.9363225,-2,1990
26,PRT,Portugal,0.8675756,1,1990
27,URY,Uruguay,0.6645041,2,1990
28,NZL,New Zealand,0.5322325,2,1990
29,BRA,Brazil,0.4958003,4,1990
30,JOR,Jordan,0.4857243,-4,1990
31,CHN,China,0.4691987,1,1990
32,DZA,Algeria,0.4573708,4,1990
33,SAU,Saudi Arabia,0.4036543,-2,1990
34,GRC,Greece,0.3289489,7,1990
35,IND,India,0.3155588,7,1990
36,TUR,Turkey,0.3050476,-1,1990
37,MYS,Malaysia,0.2648216,2,1990
38,AUS,Australia,0.2606372,6,1990
39,ARG,Argentina,0.2317481,-1,1990
40,PAN,Panama,0.2209022,-6,1990
41,QAT,Qatar,0.1481494,12,1990
42,THA,Thailand,0.1460182,3,1990
43,VEN,Venezuela,0.1257657,4,1990
44,TUN,Tunisia,0.1194724,5,1990
45,LBN,Lebanon,0.1193273,-5,1990
46,ARE,United Arab Emirates,0.0911167,-9,1990
47,MNG,Mongolia,0.047609,4,1990
48,ZAF,South Africa,0.0376557,-2,1990
49,PHL,Philippines,-0.0491767,5,1990
50,ALB,Albania,-0.0539926,5,1990
51,MOZ,Mozambique,-0.056645,7,1990
52,PER,Peru,-0.0733223,-4,1990
53,LBY,Libya,-0.090918,3,1990
54,CHL,Chile,-0.1229214,-2,1990
55,KWT,Kuwait,-0.178546,-27,1990
56,COL,Colombia,-0.1858993,-6,1990
57,EGY,Egypt,-0.2007735,6,1990
58,ZWE,Zimbabwe,-0.2422939,4,1990
59,MAR,Morocco,-0.2565766,1,1990
60,TTO,Trinidad and Tobago,-0.2928414,-3,1990
61,CRI,Costa Rica,-0.3175014,4,1990
62,MUS,Mauritius,-0.320079,2,1990
63,DOM,Dominican Republic,-0.4043695,-2,1990
64,SYR,Syrian Arab Republic,-0.4463139,-5,1990
65,IDN,Indonesia,-0.4480434,1,1990
66,SLV,El Salvador,-0.5585227,3,1990
67,BOL,Bolivia,-0.5701944,11,1990
68,PAK,Pakistan,-0.5732183,2,1990
69,LKA,Sri Lanka,-0.5773915,-1,1990
70,OMN,Oman,-0.5986594,-27,1990
71,CUB,Cuba,-0.6323131,0,1990
72,VNM,Viet Nam,-0.674224,2,1990
73,BGD,Bangladesh,-0.7318237,4,1990
74,HND,Honduras,-0.7531697,9,1990
75,ZMB,Zambia,-0.7581574,-8,1990
76,ECU,Ecuador,-0.8629906,10,1990
77,MLI,Mali,-0.8662823,-2,1990
78,KEN,Kenya,-0.8731894,4,1990
79,GTM,Guatemala,-0.9132034,-3,1990
80,PRY,Paraguay,-0.9677902,-1,1990
81,LAO,Lao PDR,-0.981091,-9,1990
82,JAM,Jamaica,-0.9836351,-9,1990
83,SEN,Senegal,-0.9984981,1,1990
84,IRN,Iran,-1.044672,-4,1990
85,NIC,Nicaragua,-1.11459,6,1990
86,SDN,Sudan,-1.135032,1,1990
87,ETH,Ethiopia,-1.157572,-2,1990
88,KHM,Cambodia,-1.233561,-7,1990
89,LBR,Liberia,-1.295155,0,1990
90,GAB,Gabon,-1.364449,12,1990
91,MDG,Madagascar,-1.37371,2,1990
92,TZA,Tanzania,-1.383641,0,1990
93,COG,Congo,-1.443785,10,1990
94,UGA,Uganda,-1.460299,6,1990
95,GHA,Ghana,-1.478264,0,1990
96,MRT,Mauritania,-1.485852,-6,1990
97,MWI,Malawi,-1.48708,-9,1990
98,CIV,Cote d'Ivoire,-1.543764,-4,1990
99,NGA,Nigeria,-1.58293,0,1990
100,AGO,Angola,-1.66818,1,1990
101,PNG,Papua New Guinea,-1.699982,-3,1990
102,GIN,Guinea,-2.009181,-6,1990
103,CMR,Cameroon,-2.053256,-6,1990
1,CHE,Switzerland,2.494185,2,1991
2,JPN,Japan,2.404993,-1,1991
3,SWE,Sweden,2.308652,-1,1991
4,GBR,United Kingdom,2.201204,0,1991
5,FIN,Finland,2.150615,1,1991
6,AUT,Austria,2.12257,-1,1991
7,FRA,France,1.961123,2,1991
8,USA,United States,1.922631,0,1991
9,DNK,Denmark,1.915812,1,1991
10,BEL,Belgium,1.901185,1,1991
11,ITA,Italy,1.894806,-4,1991
12,DEU,Germany,1.87875,0,1991
13,IRL,Ireland,1.669352,0,1991
14,NLD,Netherlands,1.641528,-2,1991
15,ISR,Israel,1.499766,1,1991
16,ESP,Spain,1.311924,-2,1991
17,NOR,Norway,1.264634,-2,1991
18,HUN,Hungary,1.065706,1,1991
19,SGP,Singapore,0.9959254,-1,1991
20,CAN,Canada,0.9953976,1,1991
21,ROU,Romania,0.9353827,-4,1991
22,POL,Poland,0.8736192,-2,1991
23,KOR,"Korea, Rep.",0.8359739,1,1991
24,HKG,Hong Kong,0.8317397,1,1991
25,MEX,Mexico,0.786176,-2,1991
26,BGR,Bulgaria,0.751291,-4,1991
27,RUS,Russia,0.7494214,0,1991
28,PRT,Portugal,0.6417642,-2,1991
29,URY,Uruguay,0.6249596,-2,1991
30,NZL,New Zealand,0.5473483,-2,1991
31,BRA,Brazil,0.5014436,-2,1991
32,UKR,Ukraine,0.381117,0,1991
33,JOR,Jordan,0.3651923,-3,1991
34,CHN,China,0.3643124,-3,1991
35,AUS,Australia,0.2697756,3,1991
36,GRC,Greece,0.2680819,-2,1991
37,TUR,Turkey,0.2653105,-1,1991
38,ZAF,South Africa,0.2555225,10,1991
39,ARG,Argentina,0.2490668,0,1991
40,MYS,Malaysia,0.2228701,-3,1991
41,THA,Thailand,0.1632842,1,1991
42,MOZ,Mozambique,0.1560146,9,1991
43,LBN,Lebanon,0.1284212,2,1991
44,COL,Colombia,0.0918174,12,1991
45,ARE,United Arab Emirates,0.0913906,1,1991
46,IND,India,0.0533636,-11,1991
47,MNG,Mongolia,-0.0171365,0,1991
48,CHL,Chile,-0.0238781,6,1991
49,VEN,Venezuela,-0.0273468,-6,1991
50,TUN,Tunisia,-0.0360251,-6,1991
51,PER,Peru,-0.0823928,1,1991
52,ZWE,Zimbabwe,-0.0995329,6,1991
53,PHL,Philippines,-0.1105823,-4,1991
54,EGY,Egypt,-0.1522969,3,1991
55,SAU,Saudi Arabia,-0.186489,-22,1991
56,DZA,Algeria,-0.2168978,-24,1991
57,ALB,Albania,-0.2363199,-7,1991
58,PAN,Panama,-0.2387614,-18,1991
59,QAT,Qatar,-0.2519257,-18,1991
60,MAR,Morocco,-0.2951909,-1,1991
61,KWT,Kuwait,-0.3181543,-6,1991
62,LBY,Libya,-0.3411616,-9,1991
63,ZMB,Zambia,-0.3628382,12,1991
64,IDN,Indonesia,-0.3932581,1,1991
65,CRI,Costa Rica,-0.4308264,-4,1991
66,OMN,Oman,-0.4602345,4,1991
67,MUS,Mauritius,-0.4757633,-5,1991
68,LKA,Sri Lanka,-0.5049074,1,1991
69,DOM,Dominican Republic,-0.5753152,-6,1991
70,PAK,Pakistan,-0.6003021,-2,1991
71,SYR,Syrian Arab Republic,-0.6173376,-7,1991
72,BOL,Bolivia,-0.7065406,-5,1991
73,KEN,Kenya,-0.7346839,5,1991
74,TTO,Trinidad and Tobago,-0.7433831,-14,1991
75,LBR,Liberia,-0.7787299,14,1991
76,MLI,Mali,-0.7838109,1,1991
77,VNM,Viet Nam,-0.7880231,-5,1991
78,SLV,El Salvador,-0.7939948,-12,1991
79,BGD,Bangladesh,-0.7966123,-6,1991
80,CUB,Cuba,-0.8290008,-9,1991
81,HND,Honduras,-0.8324101,-7,1991
82,GTM,Guatemala,-0.8998484,-3,1991
83,ETH,Ethiopia,-0.9007832,4,1991
84,GAB,Gabon,-0.9649112,6,1991
85,SDN,Sudan,-0.9669348,1,1991
86,ECU,Ecuador,-0.9776027,-10,1991
87,JAM,Jamaica,-1.034967,-5,1991
88,PRY,Paraguay,-1.065277,-8,1991
89,IRN,Iran,-1.075527,-5,1991
90,NIC,Nicaragua,-1.097621,-5,1991
91,LAO,Lao PDR,-1.162574,-10,1991
92,MWI,Malawi,-1.18369,5,1991
93,KHM,Cambodia,-1.194028,-5,1991
94,SEN,Senegal,-1.197327,-11,1991
95,TZA,Tanzania,-1.23285,-3,1991
96,MRT,Mauritania,-1.239339,0,1991
97,COG,Congo,-1.286409,-4,1991
98,CIV,Cote d'Ivoire,-1.341178,0,1991
99,MDG,Madagascar,-1.369772,-8,1991
100,GHA,Ghana,-1.405735,-5,1991
101,NGA,Nigeria,-1.682109,-2,1991
102,PNG,Papua New Guinea,-1.705864,-1,1991
103,GIN,Guinea,-1.72621,-1,1991
104,CMR,Cameroon,-1.77537,-1,1991
105,UGA,Uganda,-1.790767,-11,1991
106,AGO,Angola,-1.886667,-6,1991
1,CHE,Switzerland,2.501852,0,1992
2,SWE,Sweden,2.430907,1,1992
3,JPN,Japan,2.344602,-1,1992
4,DEU,Germany,2.22625,8,1992
5,GBR,United Kingdom,2.142487,-1,1992
6,AUT,Austria,2.130884,0,1992
7,FIN,Finland,2.1258,-2,1992
8,FRA,France,2.02292,-1,1992
9,DNK,Denmark,1.935288,0,1992
10,USA,United States,1.928879,-2,1992
11,BEL,Belgium,1.825998,-1,1992
12,ITA,Italy,1.773287,-1,1992
13,IRL,Ireland,1.698695,0,1992
14,NLD,Netherlands,1.612059,0,1992
15,ESP,Spain,1.336015,1,1992
16,ISR,Israel,1.307947,-1,1992
17,NOR,Norway,1.274574,0,1992
18,CAN,Canada,1.043087,2,1992
19,HUN,Hungary,1.016841,-1,1992
20,SGP,Singapore,1.004973,-1,1992
21,UKR,Ukraine,0.9541956,11,1992
22,RUS,Russia,0.7957523,5,1992
23,POL,Poland,0.7951556,-1,1992
24,MEX,Mexico,0.7702034,1,1992
25,ROU,Romania,0.720531,-4,1992
26,KOR,"Korea, Rep.",0.7028943,-3,1992
27,HKG,Hong Kong,0.6893684,-3,1992
28,BGR,Bulgaria,0.6794229,-2,1992
29,BRA,Brazil,0.6493542,2,1992
30,NZL,New Zealand,0.607583,0,1992
31,URY,Uruguay,0.496602,-2,1992
32,PRT,Portugal,0.4390948,-4,1992
33,ZAF,South Africa,0.4189385,5,1992
34,AUS,Australia,0.3467119,1,1992
35,JOR,Jordan,0.3013161,-2,1992
36,SAU,Saudi Arabia,0.1947885,19,1992
37,CHN,China,0.1782016,-3,1992
38,COL,Colombia,0.1733062,6,1992
39,LBN,Lebanon,0.1699247,4,1992
40,PAN,Panama,0.168024,18,1992
41,ARG,Argentina,0.1595482,-2,1992
42,GRC,Greece,0.1518128,-6,1992
43,TUR,Turkey,0.1239543,-6,1992
44,MYS,Malaysia,0.091018,-4,1992
45,VEN,Venezuela,0.0907461,4,1992
46,TUN,Tunisia,0.0558727,4,1992
47,CHL,Chile,0.0511707,1,1992
48,VNM,Viet Nam,0.0269323,29,1992
49,MNG,Mongolia,0.0218137,-2,1992
50,THA,Thailand,-0.0035954,-9,1992
51,MOZ,Mozambique,-0.0406696,-9,1992
52,IND,India,-0.1143074,-6,1992
53,EGY,Egypt,-0.1177109,1,1992
54,PER,Peru,-0.122319,-3,1992
55,QAT,Qatar,-0.216901,4,1992
56,LBY,Libya,-0.2434334,6,1992
57,DZA,Algeria,-0.2474117,-1,1992
58,ARE,United Arab Emirates,-0.2598546,-13,1992
59,ZWE,Zimbabwe,-0.3094496,-7,1992
60,PHL,Philippines,-0.3112729,-7,1992
61,TTO,Trinidad and Tobago,-0.3293407,13,1992
62,ALB,Albania,-0.3601165,-5,1992
63,MAR,Morocco,-0.3784826,-3,1992
64,MLI,Mali,-0.4114907,12,1992
65,SYR,Syrian Arab Republic,-0.5292236,6,1992
66,OMN,Oman,-0.5336991,0,1992
67,CRI,Costa Rica,-0.5363292,-2,1992
68,PAK,Pakistan,-0.5699229,2,1992
69,IDN,Indonesia,-0.5837693,-5,1992
70,DOM,Dominican Republic,-0.6342925,-1,1992
71,LKA,Sri Lanka,-0.6564711,-3,1992
72,MUS,Mauritius,-0.6803624,-5,1992
73,PRY,Paraguay,-0.6873022,15,1992
74,CUB,Cuba,-0.7211501,6,1992
75,ZMB,Zambia,-0.7443453,-12,1992
76,ECU,Ecuador,-0.7617279,10,1992
77,GTM,Guatemala,-0.8040406,5,1992
78,LBR,Liberia,-0.8289264,-3,1992
79,BOL,Bolivia,-0.8302084,-7,1992
80,SEN,Senegal,-0.8848203,14,1992
81,SLV,El Salvador,-0.8904782,-3,1992
82,ETH,Ethiopia,-0.8997275,1,1992
83,KEN,Kenya,-0.9416093,-10,1992
84,SDN,Sudan,-0.9440736,1,1992
85,IRN,Iran,-0.9717663,4,1992
86,JAM,Jamaica,-0.9774132,1,1992
87,BGD,Bangladesh,-1.003028,-8,1992
88,KHM,Cambodia,-1.055021,5,1992
89,HND,Honduras,-1.098086,-8,1992
90,MRT,Mauritania,-1.180644,6,1992
91,TZA,Tanzania,-1.274906,4,1992
92,UGA,Uganda,-1.330932,13,1992
93,LAO,Lao PDR,-1.344083,-2,1992
94,NIC,Nicaragua,-1.350934,-4,1992
95,MDG,Madagascar,-1.357675,4,1992
96,MWI,Malawi,-1.37414,-4,1992
97,GIN,Guinea,-1.395026,6,1992
98,COG,Congo,-1.442543,-1,1992
99,GAB,Gabon,-1.446743,-15,1992
100,PNG,Papua New Guinea,-1.488072,2,1992
101,GHA,Ghana,-1.504316,-1,1992
102,AGO,Angola,-1.620347,4,1992
103,CIV,Cote d'Ivoire,-1.693944,-5,1992
104,NGA,Nigeria,-1.726433,-3,1992
105,CMR,Cameroon,-1.942693,-1,1992
1,DEU,Germany,2.437426,3,1993
2,JPN,Japan,2.364088,1,1993
3,CHE,Switzerland,2.35763,-2,1993
4,SWE,Sweden,2.229783,-2,1993
5,GBR,United Kingdom,2.09493,0,1993
6,AUT,Austria,2.089895,0,1993
7,FIN,Finland,2.087705,0,1993
8,USA,United States,1.961171,2,1993
9,FRA,France,1.899437,-1,1993
10,BEL,Belgium,1.827851,1,1993
11,DNK,Denmark,1.8099,-2,1993
12,ITA,Italy,1.744006,0,1993
13,IRL,Ireland,1.589231,0,1993
14,NLD,Netherlands,1.537238,0,1993
15,SVK,Slovak Republic,1.342949,0,1993
16,ISR,Israel,1.271582,0,1993
17,ESP,Spain,1.257681,-2,1993
18,CAN,Canada,1.191568,0,1993
19,NOR,Norway,1.103345,-2,1993
20,SGP,Singapore,1.013819,0,1993
21,HUN,Hungary,1.011312,-2,1993
22,UKR,Ukraine,0.8946728,-1,1993
23,RUS,Russia,0.7978458,-1,1993
24,BRA,Brazil,0.7955143,5,1993
25,MEX,Mexico,0.7869875,-1,1993
26,POL,Poland,0.7672412,-3,1993
27,KOR,"Korea, Rep.",0.7583641,-1,1993
28,NZL,New Zealand,0.7574555,2,1993
29,ROU,Romania,0.719769,-4,1993
30,URY,Uruguay,0.6296518,1,1993
31,BGR,Bulgaria,0.5942309,-3,1993
32,ZAF,South Africa,0.5775167,1,1993
33,ARG,Argentina,0.471714,8,1993
34,AUS,Australia,0.4679486,0,1993
35,SAU,Saudi Arabia,0.4648947,1,1993
36,PRT,Portugal,0.4421602,-4,1993
37,HKG,Hong Kong,0.4419303,-10,1993
38,JOR,Jordan,0.3945457,-3,1993
39,PAN,Panama,0.2680883,1,1993
40,MYS,Malaysia,0.2538477,4,1993
41,LBN,Lebanon,0.1872312,-2,1993
42,CHN,China,0.162822,-5,1993
43,TUR,Turkey,0.1202426,0,1993
44,CHL,Chile,0.1198814,3,1993
45,GRC,Greece,0.1057546,-3,1993
46,TUN,Tunisia,0.0904009,0,1993
47,THA,Thailand,0.0540431,3,1993
48,IND,India,0.0273538,4,1993
49,VEN,Venezuela,0.0103631,-4,1993
50,COL,Colombia,-0.0996476,-12,1993
51,ARE,United Arab Emirates,-0.110102,7,1993
52,PER,Peru,-0.1301111,2,1993
53,VNM,Viet Nam,-0.1433008,-5,1993
54,QAT,Qatar,-0.1711252,1,1993
55,ALB,Albania,-0.2446047,7,1993
56,LBR,Liberia,-0.2613738,22,1993
57,MNG,Mongolia,-0.3032088,-8,1993
58,PHL,Philippines,-0.3228457,2,1993
59,ZWE,Zimbabwe,-0.327629,0,1993
60,EGY,Egypt,-0.3450111,-7,1993
61,MOZ,Mozambique,-0.3468609,-10,1993
62,DZA,Algeria,-0.4303121,-5,1993
63,IDN,Indonesia,-0.4360258,6,1993
64,TTO,Trinidad and Tobago,-0.4607744,-3,1993
65,YEM,Yemen,-0.5074914,0,1993
66,ZMB,Zambia,-0.5480239,9,1993
